source,target,race,year
Juan Sebastian Zuluaga,Felix Feddersen,LA LEONERA DH,2018
Juan Sebastian Zuluaga,Santiago Espeche,LA LEONERA DH,2018
Juan Sebastian Zuluaga,Lucas Londono Garcia,LA LEONERA DH,2018
Felix Feddersen,Santiago Espeche,LA LEONERA DH,2018
Felix Feddersen,Lucas Londono Garcia,LA LEONERA DH,2018
Santiago Espeche,Lucas Londono Garcia,LA LEONERA DH,2018
Juan Sebastian Zuluaga,Juan Sebastian Rios,LA LEONERA DH,2018
Juan Sebastian Zuluaga,Felix Feddersen,LA LEONERA DH,2018
Juan Sebastian Zuluaga,Alejandro Arbelaez,LA LEONERA DH,2018
Juan Sebastian Rios,Felix Feddersen,LA LEONERA DH,2018
Juan Sebastian Rios,Alejandro Arbelaez,LA LEONERA DH,2018
Felix Feddersen,Alejandro Arbelaez,LA LEONERA DH,2018
Maicol Stiver,Jennifer Schauerte,LA LEONERA DH,2018
Maicol Stiver,Santiago Espeche,LA LEONERA DH,2018
Maicol Stiver,Lucas Londono Garcia,LA LEONERA DH,2018
Jennifer Schauerte,Santiago Espeche,LA LEONERA DH,2018
Jennifer Schauerte,Lucas Londono Garcia,LA LEONERA DH,2018
Santiago Espeche,Lucas Londono Garcia,LA LEONERA DH,2018
Yan Bertinati,Esneider Osorno,LA LEONERA DH,2018
Yan Bertinati,Santiago Espeche,LA LEONERA DH,2018
Yan Bertinati,Juan Sebastian Zuluaga,LA LEONERA DH,2018
Esneider Osorno,Santiago Espeche,LA LEONERA DH,2018
Esneider Osorno,Juan Sebastian Zuluaga,LA LEONERA DH,2018
Santiago Espeche,Juan Sebastian Zuluaga,LA LEONERA DH,2018
Harry Clarke,Mariano Gentili,LA LEONERA DH,2018
Harry Clarke,Esneider Osorno,LA LEONERA DH,2018
Harry Clarke,Yan Bertinati,LA LEONERA DH,2018
Mariano Gentili,Esneider Osorno,LA LEONERA DH,2018
Mariano Gentili,Yan Bertinati,LA LEONERA DH,2018
Esneider Osorno,Yan Bertinati,LA LEONERA DH,2018
Harry Clarke,Leon Sastre,LA LEONERA DH,2018
Harry Clarke,Daniel Engel,LA LEONERA DH,2018
Harry Clarke,Mariano Gentili,LA LEONERA DH,2018
Leon Sastre,Daniel Engel,LA LEONERA DH,2018
Leon Sastre,Mariano Gentili,LA LEONERA DH,2018
Daniel Engel,Mariano Gentili,LA LEONERA DH,2018
Leon Sastre,Daniel Engel,LA LEONERA DH,2018
Leon Sastre,Santiago Espeche,LA LEONERA DH,2018
Leon Sastre,Juan Sebastian Zuluaga,LA LEONERA DH,2018
Daniel Engel,Santiago Espeche,LA LEONERA DH,2018
Daniel Engel,Juan Sebastian Zuluaga,LA LEONERA DH,2018
Santiago Espeche,Juan Sebastian Zuluaga,LA LEONERA DH,2018
Daniela Paoloa Rueda Rodriguez,Tranquila 2,LA LEONERA DH,2018
Daniela Paoloa Rueda Rodriguez,Monica Restrepo,LA LEONERA DH,2018
Daniela Paoloa Rueda Rodriguez,Tranquila 1,LA LEONERA DH,2018
Tranquila 2,Monica Restrepo,LA LEONERA DH,2018
Tranquila 2,Tranquila 1,LA LEONERA DH,2018
Monica Restrepo,Tranquila 1,LA LEONERA DH,2018
Jennifer Schauerte,Viviana Andrea Lopez Herran,LA LEONERA DH,2018
Jennifer Schauerte,Sirley Tabares Builes,LA LEONERA DH,2018
Jennifer Schauerte,Laura Vargas Echeverry,LA LEONERA DH,2018
Viviana Andrea Lopez Herran,Sirley Tabares Builes,LA LEONERA DH,2018
Viviana Andrea Lopez Herran,Laura Vargas Echeverry,LA LEONERA DH,2018
Sirley Tabares Builes,Laura Vargas Echeverry,LA LEONERA DH,2018
Sirley Tabares Builes,Laura Vargas Echeverry,LA LEONERA DH,2018
Sirley Tabares Builes,Monica Restrepo,LA LEONERA DH,2018
Sirley Tabares Builes,Tranquila 1,LA LEONERA DH,2018
Laura Vargas Echeverry,Monica Restrepo,LA LEONERA DH,2018
Laura Vargas Echeverry,Tranquila 1,LA LEONERA DH,2018
Monica Restrepo,Tranquila 1,LA LEONERA DH,2018
Jennifer Schauerte,Viviana Andrea Lopez Herran,LA LEONERA DH,2018
Jennifer Schauerte,Daniela Paoloa Rueda Rodriguez,LA LEONERA DH,2018
Jennifer Schauerte,Tranquila 2,LA LEONERA DH,2018
Viviana Andrea Lopez Herran,Daniela Paoloa Rueda Rodriguez,LA LEONERA DH,2018
Viviana Andrea Lopez Herran,Tranquila 2,LA LEONERA DH,2018
Daniela Paoloa Rueda Rodriguez,Tranquila 2,LA LEONERA DH,2018
Correa Guillermo,Tranquilo 2,LA LEONERA DH,2018
Correa Guillermo,Alex Javier Jaramillo,LA LEONERA DH,2018
Correa Guillermo,Tranquilo 1,LA LEONERA DH,2018
Tranquilo 2,Alex Javier Jaramillo,LA LEONERA DH,2018
Tranquilo 2,Tranquilo 1,LA LEONERA DH,2018
Alex Javier Jaramillo,Tranquilo 1,LA LEONERA DH,2018
Maicol Campos,Alex Javier Jaramillo,LA LEONERA DH,2018
Maicol Campos,Bryan Suares,LA LEONERA DH,2018
Maicol Campos,Tranquilo 1,LA LEONERA DH,2018
Alex Javier Jaramillo,Bryan Suares,LA LEONERA DH,2018
Alex Javier Jaramillo,Tranquilo 1,LA LEONERA DH,2018
Bryan Suares,Tranquilo 1,LA LEONERA DH,2018
Anderson Maldonado,Gabriel Huerfano,LA LEONERA DH,2018
Anderson Maldonado,Maicol Campos,LA LEONERA DH,2018
Anderson Maldonado,Bryan Suares,LA LEONERA DH,2018
Gabriel Huerfano,Maicol Campos,LA LEONERA DH,2018
Gabriel Huerfano,Bryan Suares,LA LEONERA DH,2018
Maicol Campos,Bryan Suares,LA LEONERA DH,2018
Gabriel Huerfano,Anderson Maldonado,LA LEONERA DH,2018
Gabriel Huerfano,Correa Guillermo,LA LEONERA DH,2018
Gabriel Huerfano,Tranquilo 2,LA LEONERA DH,2018
Anderson Maldonado,Correa Guillermo,LA LEONERA DH,2018
Anderson Maldonado,Tranquilo 2,LA LEONERA DH,2018
Correa Guillermo,Tranquilo 2,LA LEONERA DH,2018
Tranquilo 1,Tranquilo 3,LA LEONERA DH,2018
Tranquilo 1,Monica Restrepo,LA LEONERA DH,2018
Tranquilo 1,Tranquilo 2,LA LEONERA DH,2018
Tranquilo 3,Monica Restrepo,LA LEONERA DH,2018
Tranquilo 3,Tranquilo 2,LA LEONERA DH,2018
Monica Restrepo,Tranquilo 2,LA LEONERA DH,2018
Mauricio Rodriguez,Camilo Mendes,LA LEONERA DH,2018
Mauricio Rodriguez,Tranquilo 1,LA LEONERA DH,2018
Mauricio Rodriguez,Tranquilo 3,LA LEONERA DH,2018
Camilo Mendes,Tranquilo 1,LA LEONERA DH,2018
Camilo Mendes,Tranquilo 3,LA LEONERA DH,2018
Tranquilo 1,Tranquilo 3,LA LEONERA DH,2018
Juan Montoya,Carlos Eduardo Arias Moreno,LA LEONERA DH,2018
Juan Montoya,Monica Restrepo,LA LEONERA DH,2018
Juan Montoya,Tranquilo 2,LA LEONERA DH,2018
Carlos Eduardo Arias Moreno,Monica Restrepo,LA LEONERA DH,2018
Carlos Eduardo Arias Moreno,Tranquilo 2,LA LEONERA DH,2018
Monica Restrepo,Tranquilo 2,LA LEONERA DH,2018
Mauricio Rodriguez,Camilo Mendes,LA LEONERA DH,2018
Mauricio Rodriguez,Juan Montoya,LA LEONERA DH,2018
Mauricio Rodriguez,Carlos Eduardo Arias Moreno,LA LEONERA DH,2018
Camilo Mendes,Juan Montoya,LA LEONERA DH,2018
Camilo Mendes,Carlos Eduardo Arias Moreno,LA LEONERA DH,2018
Juan Montoya,Carlos Eduardo Arias Moreno,LA LEONERA DH,2018
Bye 6,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Bye 6,Bye 5,MEMBRILLAL CUESTA ABAJO,2018
Bye 6,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Bye 8,Bye 5,MEMBRILLAL CUESTA ABAJO,2018
Bye 8,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Bye 5,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Douglas Silva,Bye 3,MEMBRILLAL CUESTA ABAJO,2018
Douglas Silva,Bye 6,MEMBRILLAL CUESTA ABAJO,2018
Douglas Silva,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Bye 3,Bye 6,MEMBRILLAL CUESTA ABAJO,2018
Bye 3,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Bye 6,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Bye 2,Bye 4,MEMBRILLAL CUESTA ABAJO,2018
Bye 2,Bye 5,MEMBRILLAL CUESTA ABAJO,2018
Bye 2,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Bye 4,Bye 5,MEMBRILLAL CUESTA ABAJO,2018
Bye 4,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Bye 5,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Douglas Silva,Bye 3,MEMBRILLAL CUESTA ABAJO,2018
Douglas Silva,Bye 2,MEMBRILLAL CUESTA ABAJO,2018
Douglas Silva,Bye 4,MEMBRILLAL CUESTA ABAJO,2018
Bye 3,Bye 2,MEMBRILLAL CUESTA ABAJO,2018
Bye 3,Bye 4,MEMBRILLAL CUESTA ABAJO,2018
Bye 2,Bye 4,MEMBRILLAL CUESTA ABAJO,2018
Bye 6,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Bye 6,Bye 5,MEMBRILLAL CUESTA ABAJO,2018
Bye 6,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Bye 8,Bye 5,MEMBRILLAL CUESTA ABAJO,2018
Bye 8,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Bye 5,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Jenny Schaurte,Jenny Carabajo,MEMBRILLAL CUESTA ABAJO,2018
Jenny Schaurte,Bye 6,MEMBRILLAL CUESTA ABAJO,2018
Jenny Schaurte,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Jenny Carabajo,Bye 6,MEMBRILLAL CUESTA ABAJO,2018
Jenny Carabajo,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Bye 6,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Laura Echeverry,Bye 4,MEMBRILLAL CUESTA ABAJO,2018
Laura Echeverry,Bye 5,MEMBRILLAL CUESTA ABAJO,2018
Laura Echeverry,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Bye 4,Bye 5,MEMBRILLAL CUESTA ABAJO,2018
Bye 4,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Bye 5,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Jenny Schaurte,Jenny Carabajo,MEMBRILLAL CUESTA ABAJO,2018
Jenny Schaurte,Laura Echeverry,MEMBRILLAL CUESTA ABAJO,2018
Jenny Schaurte,Bye 4,MEMBRILLAL CUESTA ABAJO,2018
Jenny Carabajo,Laura Echeverry,MEMBRILLAL CUESTA ABAJO,2018
Jenny Carabajo,Bye 4,MEMBRILLAL CUESTA ABAJO,2018
Laura Echeverry,Bye 4,MEMBRILLAL CUESTA ABAJO,2018
Bye 6,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Bye 6,Joan Suarez Sanchez,MEMBRILLAL CUESTA ABAJO,2018
Bye 6,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Bye 8,Joan Suarez Sanchez,MEMBRILLAL CUESTA ABAJO,2018
Bye 8,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Joan Suarez Sanchez,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Andreson Maldanado,Guillermo Correa,MEMBRILLAL CUESTA ABAJO,2018
Andreson Maldanado,Bye 6,MEMBRILLAL CUESTA ABAJO,2018
Andreson Maldanado,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Correa,Bye 6,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Correa,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Bye 6,Bye 8,MEMBRILLAL CUESTA ABAJO,2018
Andreson Maldanado,Guillermo Correa,MEMBRILLAL CUESTA ABAJO,2018
Andreson Maldanado,Israel Zambrano,MEMBRILLAL CUESTA ABAJO,2018
Andreson Maldanado,Bryan Suares,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Correa,Israel Zambrano,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Correa,Bryan Suares,MEMBRILLAL CUESTA ABAJO,2018
Israel Zambrano,Bryan Suares,MEMBRILLAL CUESTA ABAJO,2018
Bryan Suares,Israel Zambrano,MEMBRILLAL CUESTA ABAJO,2018
Bryan Suares,Joan Suarez Sanchez,MEMBRILLAL CUESTA ABAJO,2018
Bryan Suares,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Israel Zambrano,Joan Suarez Sanchez,MEMBRILLAL CUESTA ABAJO,2018
Israel Zambrano,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Joan Suarez Sanchez,Bye 7,MEMBRILLAL CUESTA ABAJO,2018
Daniel Engel,Luis Giron Garcia,MEMBRILLAL CUESTA ABAJO,2018
Daniel Engel,Sebastian Jaramillo,MEMBRILLAL CUESTA ABAJO,2018
Daniel Engel,Alexander Cedeño,MEMBRILLAL CUESTA ABAJO,2018
Luis Giron Garcia,Sebastian Jaramillo,MEMBRILLAL CUESTA ABAJO,2018
Luis Giron Garcia,Alexander Cedeño,MEMBRILLAL CUESTA ABAJO,2018
Sebastian Jaramillo,Alexander Cedeño,MEMBRILLAL CUESTA ABAJO,2018
Esneider Osorno,Mariano Gentili,MEMBRILLAL CUESTA ABAJO,2018
Esneider Osorno,Guillermo Carassco,MEMBRILLAL CUESTA ABAJO,2018
Esneider Osorno,Jaime Garcia,MEMBRILLAL CUESTA ABAJO,2018
Mariano Gentili,Guillermo Carassco,MEMBRILLAL CUESTA ABAJO,2018
Mariano Gentili,Jaime Garcia,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Carassco,Jaime Garcia,MEMBRILLAL CUESTA ABAJO,2018
Harry Clarke,Anderson Maldonado,MEMBRILLAL CUESTA ABAJO,2018
Harry Clarke,Michael Vera,MEMBRILLAL CUESTA ABAJO,2018
Harry Clarke,Guillermo Correa,MEMBRILLAL CUESTA ABAJO,2018
Anderson Maldonado,Michael Vera,MEMBRILLAL CUESTA ABAJO,2018
Anderson Maldonado,Guillermo Correa,MEMBRILLAL CUESTA ABAJO,2018
Michael Vera,Guillermo Correa,MEMBRILLAL CUESTA ABAJO,2018
Yan Bertinati,Andres Rodriguez,MEMBRILLAL CUESTA ABAJO,2018
Yan Bertinati,Luis Esteban Ladera Ovalles,MEMBRILLAL CUESTA ABAJO,2018
Yan Bertinati,Jorge Hualpa,MEMBRILLAL CUESTA ABAJO,2018
Andres Rodriguez,Luis Esteban Ladera Ovalles,MEMBRILLAL CUESTA ABAJO,2018
Andres Rodriguez,Jorge Hualpa,MEMBRILLAL CUESTA ABAJO,2018
Luis Esteban Ladera Ovalles,Jorge Hualpa,MEMBRILLAL CUESTA ABAJO,2018
Juan Duran,Jennifer Schauerte,MEMBRILLAL CUESTA ABAJO,2018
Juan Duran,Sebastian Rios,MEMBRILLAL CUESTA ABAJO,2018
Juan Duran,Jesus Barberan,MEMBRILLAL CUESTA ABAJO,2018
Jennifer Schauerte,Sebastian Rios,MEMBRILLAL CUESTA ABAJO,2018
Jennifer Schauerte,Jesus Barberan,MEMBRILLAL CUESTA ABAJO,2018
Sebastian Rios,Jesus Barberan,MEMBRILLAL CUESTA ABAJO,2018
Callum Mathieson,David Hernandez,MEMBRILLAL CUESTA ABAJO,2018
Callum Mathieson,Gustavo Campi,MEMBRILLAL CUESTA ABAJO,2018
Callum Mathieson,Joan Sebastian Sanchez,MEMBRILLAL CUESTA ABAJO,2018
David Hernandez,Gustavo Campi,MEMBRILLAL CUESTA ABAJO,2018
David Hernandez,Joan Sebastian Sanchez,MEMBRILLAL CUESTA ABAJO,2018
Gustavo Campi,Joan Sebastian Sanchez,MEMBRILLAL CUESTA ABAJO,2018
Joao Pedro Laporte,Oscar Paladines,MEMBRILLAL CUESTA ABAJO,2018
Joao Pedro Laporte,Israel Zambrano,MEMBRILLAL CUESTA ABAJO,2018
Joao Pedro Laporte,Laura Vargas Echeverry,MEMBRILLAL CUESTA ABAJO,2018
Oscar Paladines,Israel Zambrano,MEMBRILLAL CUESTA ABAJO,2018
Oscar Paladines,Laura Vargas Echeverry,MEMBRILLAL CUESTA ABAJO,2018
Israel Zambrano,Laura Vargas Echeverry,MEMBRILLAL CUESTA ABAJO,2018
Felix Feddersen,Juan Sebastian Zuluaga,MEMBRILLAL CUESTA ABAJO,2018
Felix Feddersen,Jonathan Guardia,MEMBRILLAL CUESTA ABAJO,2018
Felix Feddersen,Kevin Carcelen,MEMBRILLAL CUESTA ABAJO,2018
Juan Sebastian Zuluaga,Jonathan Guardia,MEMBRILLAL CUESTA ABAJO,2018
Juan Sebastian Zuluaga,Kevin Carcelen,MEMBRILLAL CUESTA ABAJO,2018
Jonathan Guardia,Kevin Carcelen,MEMBRILLAL CUESTA ABAJO,2018
Daniel Engel,Guillermo Carassco,MEMBRILLAL CUESTA ABAJO,2018
Daniel Engel,Harry Clarke,MEMBRILLAL CUESTA ABAJO,2018
Daniel Engel,Yan Bertinati,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Carassco,Harry Clarke,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Carassco,Yan Bertinati,MEMBRILLAL CUESTA ABAJO,2018
Harry Clarke,Yan Bertinati,MEMBRILLAL CUESTA ABAJO,2018
Harry Clarke,Anderson Maldonado,MEMBRILLAL CUESTA ABAJO,2018
Harry Clarke,Yan Bertinati,MEMBRILLAL CUESTA ABAJO,2018
Harry Clarke,Andres Rodriguez,MEMBRILLAL CUESTA ABAJO,2018
Anderson Maldonado,Yan Bertinati,MEMBRILLAL CUESTA ABAJO,2018
Anderson Maldonado,Andres Rodriguez,MEMBRILLAL CUESTA ABAJO,2018
Yan Bertinati,Andres Rodriguez,MEMBRILLAL CUESTA ABAJO,2018
Daniel Engel,Luis Giron Garcia,MEMBRILLAL CUESTA ABAJO,2018
Daniel Engel,Esneider Osorno,MEMBRILLAL CUESTA ABAJO,2018
Daniel Engel,Guillermo Carassco,MEMBRILLAL CUESTA ABAJO,2018
Luis Giron Garcia,Esneider Osorno,MEMBRILLAL CUESTA ABAJO,2018
Luis Giron Garcia,Guillermo Carassco,MEMBRILLAL CUESTA ABAJO,2018
Esneider Osorno,Guillermo Carassco,MEMBRILLAL CUESTA ABAJO,2018
Joao Pedro Laporte,Laura Vargas Echeverry,MEMBRILLAL CUESTA ABAJO,2018
Joao Pedro Laporte,Juan Sebastian Zuluaga,MEMBRILLAL CUESTA ABAJO,2018
Joao Pedro Laporte,Felix Feddersen,MEMBRILLAL CUESTA ABAJO,2018
Laura Vargas Echeverry,Juan Sebastian Zuluaga,MEMBRILLAL CUESTA ABAJO,2018
Laura Vargas Echeverry,Felix Feddersen,MEMBRILLAL CUESTA ABAJO,2018
Juan Sebastian Zuluaga,Felix Feddersen,MEMBRILLAL CUESTA ABAJO,2018
Callum Mathieson,Juan Duran,MEMBRILLAL CUESTA ABAJO,2018
Callum Mathieson,Joao Pedro Laporte,MEMBRILLAL CUESTA ABAJO,2018
Callum Mathieson,Juan Sebastian Zuluaga,MEMBRILLAL CUESTA ABAJO,2018
Juan Duran,Joao Pedro Laporte,MEMBRILLAL CUESTA ABAJO,2018
Juan Duran,Juan Sebastian Zuluaga,MEMBRILLAL CUESTA ABAJO,2018
Joao Pedro Laporte,Juan Sebastian Zuluaga,MEMBRILLAL CUESTA ABAJO,2018
Yan Bertinati,Guillermo Carassco,MEMBRILLAL CUESTA ABAJO,2018
Yan Bertinati,Juan Duran,MEMBRILLAL CUESTA ABAJO,2018
Yan Bertinati,Callum Mathieson,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Carassco,Juan Duran,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Carassco,Callum Mathieson,MEMBRILLAL CUESTA ABAJO,2018
Juan Duran,Callum Mathieson,MEMBRILLAL CUESTA ABAJO,2018
Juan Duran,Sebastian Rios,MEMBRILLAL CUESTA ABAJO,2018
Juan Duran,Callum Mathieson,MEMBRILLAL CUESTA ABAJO,2018
Juan Duran,Gustavo Campi,MEMBRILLAL CUESTA ABAJO,2018
Sebastian Rios,Callum Mathieson,MEMBRILLAL CUESTA ABAJO,2018
Sebastian Rios,Gustavo Campi,MEMBRILLAL CUESTA ABAJO,2018
Callum Mathieson,Gustavo Campi,MEMBRILLAL CUESTA ABAJO,2018
Harry Clarke,Daniel Engel,MEMBRILLAL CUESTA ABAJO,2018
Harry Clarke,Joao Pedro Laporte,MEMBRILLAL CUESTA ABAJO,2018
Harry Clarke,Juan Sebastian Zuluaga,MEMBRILLAL CUESTA ABAJO,2018
Daniel Engel,Joao Pedro Laporte,MEMBRILLAL CUESTA ABAJO,2018
Daniel Engel,Juan Sebastian Zuluaga,MEMBRILLAL CUESTA ABAJO,2018
Joao Pedro Laporte,Juan Sebastian Zuluaga,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Prado,Santiago Espeche,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Prado,Jennifer Carabajo,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Prado,Mateo Sebastian Vasconez,MEMBRILLAL CUESTA ABAJO,2018
Santiago Espeche,Jennifer Carabajo,MEMBRILLAL CUESTA ABAJO,2018
Santiago Espeche,Mateo Sebastian Vasconez,MEMBRILLAL CUESTA ABAJO,2018
Jennifer Carabajo,Mateo Sebastian Vasconez,MEMBRILLAL CUESTA ABAJO,2018
Piero Fernando Salazar,Guillermo Prado,MEMBRILLAL CUESTA ABAJO,2018
Piero Fernando Salazar,Ernesto Esteban,MEMBRILLAL CUESTA ABAJO,2018
Piero Fernando Salazar,Santiago Espeche,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Prado,Ernesto Esteban,MEMBRILLAL CUESTA ABAJO,2018
Guillermo Prado,Santiago Espeche,MEMBRILLAL CUESTA ABAJO,2018
Ernesto Esteban,Santiago Espeche,MEMBRILLAL CUESTA ABAJO,2018
Bryan Suares,Jennifer Carabajo,MEMBRILLAL CUESTA ABAJO,2018
Bryan Suares,Mateo Sebastian Vasconez,MEMBRILLAL CUESTA ABAJO,2018
Bryan Suares,Alexander Cedeno,MEMBRILLAL CUESTA ABAJO,2018
Jennifer Carabajo,Mateo Sebastian Vasconez,MEMBRILLAL CUESTA ABAJO,2018
Jennifer Carabajo,Alexander Cedeno,MEMBRILLAL CUESTA ABAJO,2018
Mateo Sebastian Vasconez,Alexander Cedeno,MEMBRILLAL CUESTA ABAJO,2018
Piero Fernando Salazar,Ernesto Esteban,MEMBRILLAL CUESTA ABAJO,2018
Piero Fernando Salazar,Bryan Suares,MEMBRILLAL CUESTA ABAJO,2018
Piero Fernando Salazar,Alexander Cedeno,MEMBRILLAL CUESTA ABAJO,2018
Ernesto Esteban,Bryan Suares,MEMBRILLAL CUESTA ABAJO,2018
Ernesto Esteban,Alexander Cedeno,MEMBRILLAL CUESTA ABAJO,2018
Bryan Suares,Alexander Cedeno,MEMBRILLAL CUESTA ABAJO,2018
William Beaulieu,Austin Manning,MT. JEFFERSON,2018
William Beaulieu,Campbell Zachara,MT. JEFFERSON,2018
William Beaulieu,Bye 64,MT. JEFFERSON,2018
Austin Manning,Campbell Zachara,MT. JEFFERSON,2018
Austin Manning,Bye 64,MT. JEFFERSON,2018
Campbell Zachara,Bye 64,MT. JEFFERSON,2018
Jesse Fabrizio,Ryan Keenan,MT. JEFFERSON,2018
Jesse Fabrizio,Ryder Molongoski,MT. JEFFERSON,2018
Jesse Fabrizio,Chris Castro,MT. JEFFERSON,2018
Ryan Keenan,Ryder Molongoski,MT. JEFFERSON,2018
Ryan Keenan,Chris Castro,MT. JEFFERSON,2018
Ryder Molongoski,Chris Castro,MT. JEFFERSON,2018
Ryan LeSueur,Alex Parent,MT. JEFFERSON,2018
Ryan LeSueur,Tyler Kaminski,MT. JEFFERSON,2018
Ryan LeSueur,Jonathan Pelletier,MT. JEFFERSON,2018
Alex Parent,Tyler Kaminski,MT. JEFFERSON,2018
Alex Parent,Jonathan Pelletier,MT. JEFFERSON,2018
Tyler Kaminski,Jonathan Pelletier,MT. JEFFERSON,2018
Cassandra Duchesne,Tristan Taillon,MT. JEFFERSON,2018
Cassandra Duchesne,Liam Shaughness,MT. JEFFERSON,2018
Cassandra Duchesne,Marcus Giovannone,MT. JEFFERSON,2018
Tristan Taillon,Liam Shaughness,MT. JEFFERSON,2018
Tristan Taillon,Marcus Giovannone,MT. JEFFERSON,2018
Liam Shaughness,Marcus Giovannone,MT. JEFFERSON,2018
Lucien Topart,Frederic Laberge,MT. JEFFERSON,2018
Lucien Topart,Aidan Sullivan,MT. JEFFERSON,2018
Lucien Topart,Bye 63,MT. JEFFERSON,2018
Frederic Laberge,Aidan Sullivan,MT. JEFFERSON,2018
Frederic Laberge,Bye 63,MT. JEFFERSON,2018
Aidan Sullivan,Bye 63,MT. JEFFERSON,2018
Leunam Segura,Micaiah Harness,MT. JEFFERSON,2018
Leunam Segura,Mathieu Gagnon,MT. JEFFERSON,2018
Leunam Segura,Bye 62,MT. JEFFERSON,2018
Micaiah Harness,Mathieu Gagnon,MT. JEFFERSON,2018
Micaiah Harness,Bye 62,MT. JEFFERSON,2018
Mathieu Gagnon,Bye 62,MT. JEFFERSON,2018
Ashley Winecoff,Jonathan Sheckler,MT. JEFFERSON,2018
Ashley Winecoff,Pascal Jean,MT. JEFFERSON,2018
Ashley Winecoff,Chris Proto,MT. JEFFERSON,2018
Jonathan Sheckler,Pascal Jean,MT. JEFFERSON,2018
Jonathan Sheckler,Chris Proto,MT. JEFFERSON,2018
Pascal Jean,Chris Proto,MT. JEFFERSON,2018
Samuel Blais,Matthew Antrum,MT. JEFFERSON,2018
Samuel Blais,Jeremy Ross,MT. JEFFERSON,2018
Samuel Blais,Sam Levine,MT. JEFFERSON,2018
Matthew Antrum,Jeremy Ross,MT. JEFFERSON,2018
Matthew Antrum,Sam Levine,MT. JEFFERSON,2018
Jeremy Ross,Sam Levine,MT. JEFFERSON,2018
Jesse Fabrizio,William Beaulieu,MT. JEFFERSON,2018
Jesse Fabrizio,Cassandra Duchesne,MT. JEFFERSON,2018
Jesse Fabrizio,Ryan LeSueur,MT. JEFFERSON,2018
William Beaulieu,Cassandra Duchesne,MT. JEFFERSON,2018
William Beaulieu,Ryan LeSueur,MT. JEFFERSON,2018
Cassandra Duchesne,Ryan LeSueur,MT. JEFFERSON,2018
Alex Parent,Ryan LeSueur,MT. JEFFERSON,2018
Alex Parent,Cassandra Duchesne,MT. JEFFERSON,2018
Alex Parent,Tristan Taillon,MT. JEFFERSON,2018
Ryan LeSueur,Cassandra Duchesne,MT. JEFFERSON,2018
Ryan LeSueur,Tristan Taillon,MT. JEFFERSON,2018
Cassandra Duchesne,Tristan Taillon,MT. JEFFERSON,2018
Ashley Winecoff,Pascal Jean,MT. JEFFERSON,2018
Ashley Winecoff,Samuel Blais,MT. JEFFERSON,2018
Ashley Winecoff,Sam Levine,MT. JEFFERSON,2018
Pascal Jean,Samuel Blais,MT. JEFFERSON,2018
Pascal Jean,Sam Levine,MT. JEFFERSON,2018
Samuel Blais,Sam Levine,MT. JEFFERSON,2018
Frederic Laberge,Leunam Segura,MT. JEFFERSON,2018
Frederic Laberge,Samuel Blais,MT. JEFFERSON,2018
Frederic Laberge,Ashley Winecoff,MT. JEFFERSON,2018
Leunam Segura,Samuel Blais,MT. JEFFERSON,2018
